R957308,R617886
R733266,R991196
R888119,R558755
R874225,R454090
R280602,R744089
R440210,R416518
R372149,R954650
R502916,R982307
R118662,R637005
R602333,R304017
R549305,R608721
R491416,R403140
R491796,R583540
R286788,R666395
R405943,R651712
R991096,R841247
R756497,R807211
R963904,R875775
R731316,R789336
R739759,R329132
R320009,R157851
R306640,R644669
R302286,R366143
R225367,R273134
R897638,R558112
R934187,R818743
R185244,R180351
R899561,R515399
R111362,R251925
R214127,R186746
R435391,R233370
R928328,R467247
R229930,R342704
R491589,R195251
R122410,R229144
R806458,R338691
R952008,R523082
R707666,R287999
R340307,R435002
R763827,R132240
R152205,R945264
R587283,R530241
R287742,R403216
R461121,R712583
R172642,R394984
R368332,R310429
R128823,R405758
R528270,R268471
R987567,R340363
R624995,R602878
R699948,R631410
R454504,R760707
R735797,R366044
R697193,R891497
R392013,R310794
R230543,R598466
R502386,R837755
R637286,R553401
R810688,R977575
R144817,R329769
R372127,R109121
R991379,R536629
R593024,R558711
R505341,R613560
R193171,R215923
R156159,R542401
R220275,R864185
R989198,R924201
R815821,R590776
R411168,R624291
R353324,R345641
R531038,R932248
R692055,R461039
R466066,R468721
R226605,R271434
R899689,R530438
R466278,R280373
R853430,R718521
R641043,R799264
R106496,R967606
R165037,R558566
R674714,R495009
R483911,R170362
R393378,R772046
R564541,R135428
R651810,R976902
R780701,R487193
R455957,R263956
R347979,R956458
R318489,R435113
R566332,R910658
R176985,R759467
R731941,R701933
R707621,R706390
R381204,R977400
R793030,R832777
R414785,R921890
R682583,R643061
R423589,R806486
R375419,R597350
R403102,R883431
R349709,R985731
R248764,R323264
R296960,R831450
R498657,R966991
R382444,R342221
R929177,R329860
R763639,R546371
R652787,R246968
R930201,R496110
R347481,R126029
R241290,R338043
R854819,R346106
R747279,R907896
R557775,R499424
R331139,R844003
R522653,R428737
R848532,R180515
R507200,R129174
R730257,R778619
R235573,R203407
R483486,R824555
R864077,R213377
R505107,R631513
R394223,R997933
R768449,R938404
R811105,R452009
R112981,R431622
R195742,R745761
R484115,R690180
R779731,R558937
R838943,R980498
R532539,R444719
R690701,R410848
R924120,R622588
R194974,R832211
R636150,R569439
R989274,R622898
R115314,R157191
R401520,R829496
R360427,R643653
R408419,R387868
R693298,R295391
R750362,R122302
R977356,R296584
R127838,R329330
R305339,R647960
R602126,R177945
R237287,R665115
R335543,R544546
R662022,R843277
R134929,R659062
R374334,R185252
R134039,R750865
R347271,R208067
R497511,R950291
R975830,R232627
R291642,R316127
R151420,R243666
R428716,R671903
R909510,R688414
R238235,R381641
R581343,R519244
R534075,R318087
R423991,R847683
R114720,R907120
R112788,R800224
R431868,R617740
R773241,R712779
R176167,R395842
R605000,R340132
R534904,R445116
R967591,R553814
R183139,R658916
R256047,R283618
R463834,R979314
R532454,R297931
R364275,R250219
R926080,R129402
R947169,R605112
R455596,R548580
R720656,R483307
R250149,R289808
R238490,R909443
R127077,R119313
R604811,R211547
R680982,R826445
R537361,R831635
R385187,R280154
R546447,R221071
R668972,R123678
R851487,R363932
R128104,R759389
R279533,R979828
R230350,R951271
R627662,R781976
R738839,R597688
R600518,R265430
R810786,R854376
R653230,R687356
R965961,R408702
R924288,R749990
R962031,R420123
R346654,R525967
R615312,R105458
R812688,R690694
R378743,R550242
R811876,R916283
R417521,R965853
R132836,R273434
R993649,R267711
R666984,R599652
R302551,R663315
R196394,R675964
R805250,R543091
R735298,R248092
R966221,R339159
R407235,R509168
R511594,R821185
R780057,R661795
R529936,R610889
R980414,R372250
R283726,R255354
R190723,R555873
R532524,R892105
R357739,R698046
R954543,R270983
R674182,R446154
R621056,R932512
R276828,R126971
R823424,R954134
R486890,R875123
R856712,R517866
R904499,R705297
R896595,R624612
R667042,R534829
R214029,R706625
R748903,R968511
R104900,R617219
R135484,R956860
R610941,R834717
R321125,R873569
R671015,R388700
R734933,R484852
R928357,R412970
R889578,R709213
R905954,R822001
R991980,R591804
R830796,R760838
R766730,R238074
R871407,R826910
R807666,R169559
R584274,R405945
R320823,R165027
R851177,R270096
R397816,R301348
R770975,R535659
R593258,R424851
R522717,R942819
R806601,R770176
R799166,R445943
R917522,R436091
R784854,R994439
R238359,R606101
R700005,R691091
R456782,R822634
R181170,R139836
R163336,R256408
R276335,R542613
R681358,R774325
R717519,R860616
R224083,R958800
R195071,R317090
R567117,R737254
R238814,R913316
R567911,R256459
R231376,R874713
R587853,R921539
R528539,R177673
R308250,R641415
R319872,R646760
R225095,R187269
R157782,R788642
R475357,R839023
R261187,R897315
R312570,R914957
R291900,R810661
R432781,R880788
R731923,R235783
R508145,R501537
R685052,R370464
R597831,R405421
R593302,R665188
R516961,R330655
R253205,R693595
R477892,R297182
R867385,R153724
R906942,R702828
R276015,R556184
R634243,R401847
R395840,R396785
R690947,R378048
R829807,R132397
R945439,R670349
R761639,R577905
R205530,R500603
R813517,R391987
R863189,R384299
R792773,R618231
R579559,R870531
R451763,R902654
R699309,R881698
R479114,R479337
R894003,R535832
R324616,R962697
R607208,R323240
R171951,R940089
R719819,R253724
R327496,R712527
R297780,R260394
R453071,R175595
R589268,R484964
R384504,R680989
R618993,R383508
R495180,R335507
R315327,R474856
R332874,R306967
R492997,R253105
R857338,R464638
R813530,R825730
R886388,R409245
R126074,R840583
R616694,R465831
R971613,R763083
R854931,R410621
R759307,R391594
R237544,R313901
R579376,R346402
R494373,R821035
R774860,R633341
R132543,R361709
R146103,R332640
R435549,R865868
R114273,R322988
R579921,R899266
R562305,R478617
R167633,R798094
R193520,R810773
R117778,R672234
R506700,R297994
R614892,R239412
R108331,R844041
R609256,R806995
R687443,R287552
R135495,R270953
R884861,R659781
R517093,R122935
R602918,R983049
R567404,R685551
R859160,R980316
R987262,R386310
R453350,R685930
R530759,R118493
R273135,R489018
R513431,R671340
R849208,R267816
R209888,R304838
R814481,R748322
R104651,R865775
R653054,R941409
R323765,R368833
R642815,R839484
R120090,R430366
R499688,R879989
R709298,R140900
R259084,R342111
R154595,R189866
R553661,R926804
R437019,R400331
R790710,R684271
R454051,R290005
R347847,R767329
R925174,R771064
R297758,R493852
R890701,R926313
R577528,R505852
R847463,R694593
R947510,R282246
R374035,R957205
R772765,R324654
R515001,R206122
R813467,R837049
R881369,R427961
R583519,R390346
R822538,R243398
R510129,R221488
R641866,R618141
R837298,R766292
R950808,R457141
R806528,R465272
R405834,R999924
R654986,R466419
R731312,R131169
R590722,R255171
R575911,R914677
R540002,R226410
R682115,R776516
R240103,R121609
R271407,R282461
R364541,R601318
R697507,R573248
R293898,R525769
R936057,R500662
R255015,R428077
R406023,R124189
R873949,R761575
R840052,R598780
R641060,R410844
R340515,R561172
R702031,R870046
R409657,R537210
R990322,R632506
R390028,R677954
R233908,R990675
R325902,R645555
R304284,R965605
R555171,R285853
R219278,R245116
R959774,R855294
R448647,R160253
R790794,R701029
R873289,R880880
R919192,R863419
R412092,R762608
R246122,R975557
R491295,R205769
R397966,R633780
R661814,R932651
R582939,R166462
R954177,R579971
R258053,R293498
R660673,R718982
R306321,R568853
R695349,R914162
R301667,R417634
R214660,R376023
R631705,R166057
R609900,R732426
R986259,R734723
R524463,R455174
R785418,R655724
R393282,R123466
R769755,R536443
R762332,R561764
R662780,R214269
R592623,R666272
R621348,R887335
R996397,R344148
R532350,R451312
R553398,R689739
R748403,R661071
R226520,R854667
R339566,R487573
R124356,R865285
R224440,R265661
R776807,R589482
R363385,R273930
R606434,R175214
R617229,R759648
R857193,R583836
R847751,R137171
R529970,R247061
R483891,R579018
R221395,R610789
R575580,R441170
R399452,R659345
R365837,R408133
R779961,R868681
R276783,R482805
R450607,R489267
R528754,R272555
R181723,R962384
R756879,R246827
R386118,R271391
R651390,R590435
R864073,R147552
R777626,R558337
R548068,R635284
R148643,R955339
R848211,R488037
R705376,R943105
R775611,R479456
R408123,R320204
R373763,R273760
R693354,R311179
R571085,R534805
R402257,R983678
R145465,R119479
R299269,R815249
R333754,R911435
R416294,R246856
R985372,R569641
R732739,R623301
R175192,R105178
R110451,R565882
R872096,R366108
R641430,R375746
R749405,R862347
R186680,R589840
R440859,R225906
R913160,R642008
R383767,R854087
R806469,R409557
R286879,R300999
R189468,R472128
R830643,R855803
R240256,R102073
R532119,R839816
R295543,R315876
R302430,R427769
R163495,R737263
R736668,R254053
R115837,R541080
R690894,R658830
R459720,R529366
R665818,R797369
R329114,R585344
R530393,R212313
R949647,R424979
R500263,R865358
R440866,R399816
R301055,R628488
R541000,R335411
R714493,R556891
R721625,R428336
R723653,R687480
R524935,R530333
R155268,R200875
R313776,R582858
R544947,R471960
R790412,R555090
R449464,R615800
R845296,R429567
R962283,R152157
R946235,R372890
R929996,R160964
R252928,R491816
R994238,R624435
R297739,R193626
R715779,R936167
R418708,R406051
R306576,R340509
R892599,R594728
R243055,R904955
R417635,R190240
R920326,R562230
R452708,R166876
R171533,R120329
R278441,R784422
R108033,R562200
R137735,R997201
R620038,R126682
R228804,R339297
R734253,R681154
R397398,R214403
R189814,R957637
R505816,R576185
R152892,R903556
R312054,R680235
R682876,R179073
R347443,R503756
R723398,R485700
R152684,R603015
R731263,R464068
R685546,R955729
R158689,R516686
R469868,R593769
R710161,R952995
R344312,R732176
R412499,R242660
R443729,R666545
R127893,R172257
R537905,R170558
R704981,R284452
R486759,R795849
R352806,R667426
R511577,R149905
R450251,R331557
R546165,R533600
R697291,R401578
R761089,R491883
R542444,R537633
R610618,R478461
R619996,R548015
R561507,R618329
R209469,R592532
R297050,R348177
R104751,R178222
R483531,R928546
R523978,R865174
R268266,R822178
R958316,R807423
R904956,R686813
R335815,R793714
R690255,R711895
R405759,R946847
R479711,R487422
R141842,R748415
R589293,R111517
R968536,R414665
R957817,R794632
R267624,R411311
R555346,R420963
R490083,R251768
R281040,R983756
R599887,R313789
R350939,R500492
R563879,R265058
R143674,R119260
R112106,R788244
R173133,R259791
R398352,R192914
R194658,R812488
R900863,R262910
R920949,R101731
R806638,R736475
R876164,R265213
R359371,R841537
R458110,R517587
R958614,R803260
R279409,R336589
R208070,R662335
R441241,R209825
R379797,R693242
R813968,R113377
R374225,R764866
R443832,R465553
R675633,R590800
R204127,R756060
R936934,R130316
R326493,R411674
R693094,R421769
R539712,R666585
R550128,R879275
R987353,R723734
R402696,R336486
R824257,R932437
R738858,R205694
R783871,R313551
R134092,R579421
R826479,R627503
R987146,R562060
R678656,R915697
R572088,R539952
R661424,R114345
R982592,R855543
R932684,R482407
R470102,R830665
R350019,R788694
R740975,R569194
R862180,R858491
R102994,R738193
R866811,R949140
R188613,R595542
R695728,R117011
R970384,R797418
R598214,R191361
R492527,R863014
R456873,R490312
R508085,R474585
R123188,R153905
R495913,R630817
R599579,R424680
R370899,R439787
R689040,R428114
R454070,R461135
R680554,R970217
R830250,R493330
R135860,R929519
R885692,R109132
R718877,R140404
R105457,R781627
R153636,R918867
R140536,R475977
R716864,R297550
R228016,R148576
R393024,R848855
R843795,R553597
R375237,R723942
R509297,R361705
R440204,R499837
R742281,R476188
R147890,R498159
R692822,R550538
R547900,R479306
R367718,R664372
R409847,R165956
R693223,R486947
R184163,R287171
R924521,R311396
R752687,R842522
R346338,R100095
R629110,R761845
R834705,R292517
R103397,R500720
R808573,R768026
R773471,R306280
R219996,R692114
R379991,R328620
R152243,R996663
R715966,R721112
R680285,R170141
R824439,R992701
R294331,R749280
R429942,R596370
R601743,R227276
R120307,R520543
R164491,R563718
R566848,R542568
R397560,R387508
R763025,R601151
R883916,R450291
R105504,R760724
R667484,R188926
R756910,R231952
R824890,R639751
R267025,R781073
R534954,R886807
R490706,R287204
R319697,R527937
R317681,R167214
R802198,R659135
R971085,R291519
R643800,R499834
R400351,R773742
R256500,R396752
R363791,R977996
R203903,R830196
R127325,R862692
R546518,R944016
R856227,R176767
R427550,R558750
R425041,R338050
R520297,R773185
R992096,R689475
R645909,R688334
R726244,R306246
R504638,R762309
R497799,R732850
R326340,R278488
R623033,R708769
R582751,R460032
R288259,R437287
R793941,R933095
R159821,R339116
R309790,R788395
R540090,R876813
R427340,R997667
R569334,R472385
R267700,R373732
R170653,R821550
R519928,R352575
R704318,R907428
R613354,R716878
R824748,R383708
R527286,R416295
R179368,R976735
R530593,R909506
R137771,R399998
R718731,R298976
R985913,R999828
R923623,R273512
R619194,R548911
R532639,R595099
R887574,R267584
R459986,R626280
R677805,R345813
R927071,R344070
R561199,R515450
R403323,R919220
R788156,R542999
R203022,R327977
R926520,R174376
R781349,R849173
R850844,R459176
R254091,R288903
R436013,R809112
R539938,R771678
R338758,R184156
R754819,R729030
R109196,R342681
R326109,R993857
R362670,R709381
R929186,R980657
R708849,R105654
R937739,R874807
R164661,R741538
R389412,R326193
R659663,R751831
R275533,R926560
R551861,R253898
R938806,R787016
R630433,R910475
R510376,R735459
R538243,R861636
R498632,R707009
R978302,R961273
R506251,R949976
R278795,R381969
R279879,R237049
R494575,R605703
R415808,R275114
R276065,R635672
R107165,R620440
R265464,R946719
R200971,R554941
R983586,R124580
R831148,R585759
R706393,R105850
R102002,R370395
R485192,R472142
R715281,R600427
R717507,R685698
R689215,R282052
R381928,R124120
R231838,R541750
R757243,R261728
R264074,R213264
R370645,R195238
R311834,R762925
R245700,R885221
R289497,R351754
R118030,R374509
R883752,R866665
R404415,R784886
R667718,R541087
R331935,R288380
R218508,R484659
R542993,R480140
R121325,R853319
R219635,R614173
R197182,R288039
R809251,R318329
R945428,R857265
R765273,R303181
R174292,R195932
R869956,R721061
R691716,R932485
R586914,R254771
R192755,R192530
R446478,R907346
R357904,R407866
R506661,R530663
R611105,R219706
R483322,R431451
R833873,R726668
R138594,R359059
R505753,R816238
R991406,R914966
R116972,R776629
R269661,R980165
R923135,R924879
R128936,R679838
R178600,R841731
R912273,R230559
R416915,R203379
R866641,R832494
R476240,R397769
R875139,R300007
R928789,R835325
R217673,R191973
R398083,R369681
R759003,R479022
R624798,R188912
R171652,R258248
R201713,R461995
R534481,R412730
R558858,R786479
R628486,R706122
R305074,R401704
R320094,R836590
R523869,R964584
R974726,R699173
R495417,R869009
R982867,R664727
R799651,R397784
R982834,R368850
R351171,R279427
R793845,R425451
R194709,R625308
R143468,R260021
R232512,R494535
R347209,R229317
R299591,R594660
R263847,R632058
R215103,R667428
R590834,R723306
R790468,R356827
R221976,R463718
R939887,R609530
R486176,R299301
R400435,R957346
R329316,R597929
R306512,R787334
R908755,R766463
R693066,R279155
R259113,R276433
R505942,R767310
R976483,R928654
R149922,R397859
R317332,R389698
R704105,R535068
R523880,R635443
R893460,R107766
R117157,R408339
R548735,R453337
R414944,R658968
R585360,R196178
R868410,R167561
R536278,R610792
R556221,R878971
R783988,R555548
R721780,R992532
R708629,R731089
R687051,R204914
R512628,R654084
R200474,R322894
R528152,R388777
R922667,R373174
R472158,R589948
R961516,R599974
R613582,R214454
R452688,R462945
R698413,R824992
R888337,R551651
R813851,R608102
R472422,R557400
R505330,R686871
R346993,R276454
R919056,R620474
R311876,R562018
R481762,R541575
R817609,R872326
R866514,R486891
R153828,R735850
R306855,R690991
R574671,R249503
R799029,R466737
R853316,R980546
R195112,R911124
R527710,R526419
R590817,R364590
R482343,R376271
R457911,R279183
R903309,R656964
R276882,R418310
R845906,R266445
R270909,R261518
R435498,R235369
R516886,R283789
R436768,R608195
R339588,R268127
R442120,R146285
R979611,R280299
R811819,R962110
R335715,R824339
R944626,R346222
R356144,R261027
R911464,R556870
R433596,R814878
R712782,R926215
R451921,R315885
R852881,R784451
R986560,R998258
R828081,R870969
R547045,R782032
R232218,R545557
R264597,R830865
R417995,R323178
R230811,R141280
R532719,R429696
R628090,R990554
R480766,R813133
R541712,R733642
R285829,R397794
R951482,R836998
R781706,R984798
R344525,R635080
R369508,R294330
R647249,R727209
R918622,R976146
R322034,R936581
R805920,R919363
R866623,R226059
R602566,R911057
R860094,R440029
R283243,R941669
R324527,R938287
R994686,R869189
R277679,R211159
R320721,R883379
R550955,R794933
R773892,R326015
R119040,R693374
R787099,R318050
R720902,R206712
R208000,R625015
R914565,R461336
R783319,R242752
R317214,R131178
R335199,R890943
R390124,R488998
R877209,R369875
R674513,R513033
R358436,R459998
R705895,R260499
R211479,R478729
R860753,R998956
R605892,R356287
R132004,R340652
R280389,R760140
R386125,R727577
R111519,R582703
R914745,R171130
R201744,R481747
R127792,R631519
R829943,R669089
R121575,R497543
R906539,R312529
R764072,R173906
R879028,R442089
R215194,R116222
R227154,R800283
R451905,R974807
R815466,R380066
R785453,R407411
R828778,R430199
R653194,R791229
R545740,R673270
R675921,R240082
R634591,R559900
R600682,R456064
R575558,R702774
R680206,R545649
R151358,R120137
R958078,R488112
R630699,R415101
R825642,R784798
R272035,R939753
R561545,R867118
R747393,R204956
R685872,R673527
R155605,R340362
R909937,R409484
R962767,R445340
R428718,R185186
R579398,R121069
R816805,R874988
R285866,R591985
R404689,R839652
R978051,R927616
R388198,R383610
R935013,R345268
R790807,R809249
R936349,R656126
R567189,R832463
R109080,R331411
R124446,R826774
R803673,R525207
R162850,R589881
R112585,R523833
R962931,R517634
R831443,R190472
R830092,R391897
R881212,R865944
R943223,R444856
R991855,R252212
R226749,R696246
R383634,R222747
R889370,R438802
R640147,R182838
R319185,R230113
R823768,R707874
R321316,R912288
R940151,R112412
R188909,R357715
R972099,R354856
R242855,R864461
R965596,R926722
R998739,R184565
R392775,R605472
R677629,R401772
R878967,R397883
R286300,R368965
R188293,R777665
R399751,R222724
R244780,R827899
R221264,R497347
R741375,R324543
R507699,R474489
R792267,R149912
R973827,R149576
R353541,R972557
R882997,R464434
R677650,R276302
R915869,R229571
R695854,R149053
R343158,R372940
R452731,R692525
R603778,R949262
R516359,R600739
R465860,R100690
R854474,R403223
R866928,R220863
R762611,R464254
R228176,R671770
R255359,R873311
R441790,R138796
R777700,R613536
R712190,R422612
R403230,R539702
R868298,R112715
R768698,R980044
R713672,R782783
R848792,R363349
R499852,R634365
R552712,R619881
R829844,R812530
R789796,R269777
R599314,R148358
R638743,R356701
R369030,R838893
R822562,R822059
R569365,R403731
R709321,R145796
R308854,R853594
R871788,R742909
R599360,R384315
R728997,R702826
R964695,R988846
R519115,R383977
R573192,R639695
R547020,R616546
R756916,R802383
R131361,R452620
R750745,R188723
R928440,R557149
R826291,R428335
R226652,R705497
R816093,R690291
R775796,R187010
R399570,R926257
R846300,R395051
R909514,R408036
R466093,R839945
R174625,R993810
R249444,R875877
R227790,R586390
R721831,R209449
R166903,R322727
R412692,R935080
R212716,R692785
R708149,R853767
R327971,R538190
R351049,R539889
R311530,R555521
R725195,R947514
R724021,R376511
R907254,R680144
R525355,R258882
R526063,R512093
R538551,R825427
R720304,R504020
R784311,R977226
R189382,R927794
R820721,R506770
R292864,R368092
R155076,R771461
R453197,R952455
R787184,R216295
R771636,R841570
R269018,R350499
R454098,R336366
R169509,R358847
R364245,R468921
R534529,R280755
R840309,R140449
R774450,R768728
R559198,R285410
R365468,R922414
R536512,R198923
R400786,R827495
R264871,R749821
R720409,R135323
R520800,R596082
R924151,R374203
R209822,R944893
R291320,R244449
R294519,R955843
R833068,R478067
R180249,R107366
R658473,R586105
R651394,R638271
R667844,R623545
R298574,R887066
R153659,R587573
R436364,R912178
R153892,R274836
R272113,R587007
R309468,R571933
R143692,R986128
R570664,R800193
R334682,R935645
R738860,R910520
R950883,R845300
R858788,R102833
R147610,R364910
R298942,R473684
R603556,R245078
R878723,R996323
R653976,R495662
R603387,R262001
R555256,R950373
R861664,R810984
R372501,R615350
R204481,R515269
R748064,R887478
R248182,R435435
R425872,R155510
R497675,R680796
R245012,R940011
R879951,R618083
R628591,R337223
R440036,R849083
R553922,R866427
R696540,R275193
R323503,R952790
R634061,R448680
R766083,R398583
R727808,R822260
R639170,R707630
R447023,R189371
R431131,R898451
R930323,R896362
R502463,R299046
R833708,R594080
R167702,R647251
R789642,R291084
R963271,R362082
R383717,R452372
R627556,R886776
R381558,R468457
R224679,R567609
R734171,R499067
R197230,R504855
R517042,R881934
